nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
243127;12;7;3;2;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;1;4;1;46;3;1;4;2;11;7;6;913004;2;;;;;;;;9;1;3;2;;;4;0.0918587;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;3;3;7;2;2;3;7;3;7;2;2;7;6;6;6;6;4;2;5;5;3;5;5;4;2;7;3;3;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243130;13;9;1;2;1;3;1;1;1;1;1;2;1;1;4;1;2;2;1;2;4;2;45;3;1;5;2;6;2;3;114001;2;;;;;;;;11;1;1;2;;;4;0.0923628;1;1;1;1;3;4;5;2;2;2;2;1;2;1;2;1;2;2;2;2;1;2;3;4;1;1;1;5;3;4;2;4;2;3;2;2;1;2;4;2;5;5;1;1;1;3;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243132;15;9;1;3;1;2;2;1;1;1;1;2;3;1;4;1;;;;;3;2;46;1;2;5;2;10;2;5;114001;;;;;;;;;7;1;2;2;;;4;0.1537421;4;1;1;1;4;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;3;2;6;2;2;6;2;4;2;4;2;5;3;3;2;2;3;2;2;2;2;2;2;8;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243137;2;2;3;2;2;4;1;1;1;1;1;2;2;1;4;1;2;2;1;2;4;1;45;2;2;2;2;10;4;5;261028;2;;;;;;;;7;1;3;2;;;4;0.1279205;1;1;1;1;4;4;2;2;1;2;2;1;1;2;2;2;2;2;2;2;3;1;3;3;3;2;2;2;7;3;1;3;2;7;2;2;2;2;3;2;3;3;2;1;2;4;1;;3;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243143;5;7;2;2;2;3;1;1;1;1;1;2;1;1;4;1;2;2;1;2;4;2;43;3;1;4;2;11;3;6;523001;2;;;;;;;;7;1;3;2;;;4;0.0611435;1;1;1;1;2;3;9;2;1;2;2;1;1;2;2;2;2;2;2;2;3;1;5;3;1;1;1;1;7;2;7;1;1;7;2;2;6;1;2;1;3;2;3;1;1;5;2;5;1;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243145;10;8;2;2;1;1;1;1;1;1;1;2;4;1;4;1;2;2;1;2;3;2;41;1;2;4;2;6;3;3;533001;2;;;;;;;;12;1;1;2;;;4;0.2145995;1;1;1;1;3;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;3;3;1;1;1;1;1;1;1;1;1;1;1;9;9;9;9;9;3;5;2;1;5;5;2;5;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243146;14;1;2;2;2;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;4;1;45;3;1;1;2;2;3;2;540052;2;;;;;;;;7;1;7;9;;1;4;0.0717798;3;3;3;2;1;3;3;2;1;2;2;1;1;2;2;2;2;2;2;2;1;1;3;2;1;1;1;1;1;3;7;2;1;1;1;6;6;6;3;1;5;2;2;1;1;5;1;;1;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243148;12;1;1;4;2;3;2;1;1;1;1;2;4;1;4;1;;;;;4;1;41;2;2;1;2;9;6;4;720128;;;;;;;;;10;1;1;2;;;4;0.3136499;1;1;4;1;3;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;7;1;1;1;1;3;1;3;1;1;2;6;1;6;3;1;5;5;1;1;5;4;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243149;8;7;1;2;2;4;1;1;1;1;1;2;2;1;4;1;2;1;1;2;4;1;45;3;1;4;2;2;6;2;723001;2;;;;;;;;7;1;7;2;;0;4;0.073794;2;1;1;1;3;1;1;2;1;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;7;1;1;1;1;1;1;1;1;1;6;6;6;4;6;2;3;3;4;5;2;6;1;;1;1;3;3;;;;;;;;;;2;1;2;2;;;;;;;;;
243150;9;2;3;2;2;1;1;1;1;1;1;2;2;1;4;1;1;1;1;2;5;1;45;2;3;2;2;2;6;2;731002;2;;;;;;;;7;1;6;9;;1;4;0.1533804;4;4;4;4;4;4;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;5;2;2;2;2;2;7;3;3;9;2;7;6;6;6;6;4;2;5;5;2;1;5;7;1;;1;2;2;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243151;7;6;1;3;2;3;1;1;1;1;1;1;2;2;3;1;2;1;1;2;3;1;45;2;1;3;2;11;6;6;732008;2;2;1;2;2;2;2;2;11;1;3;2;;;4;0.1838722;4;4;4;3;3;4;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;3;2;1;1;2;2;3;3;2;3;1;2;2;3;2;2;3;2;3;3;3;2;2;5;2;5;2;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243152;7;8;3;3;1;2;2;1;1;1;2;2;4;2;4;1;;;;;2;2;45;1;1;4;2;9;7;4;933002;;1;2;2;2;2;2;2;7;1;3;2;;;4;0.304906;4;4;4;4;2;4;2;2;2;2;2;2;2;2;2;1;2;2;4;2;2;1;3;3;1;3;2;3;2;3;2;3;2;2;3;6;6;6;4;2;5;5;3;3;3;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243161;15;5;3;2;2;4;1;1;1;1;1;2;4;1;4;1;2;2;1;2;4;1;45;2;2;3;2;11;0;6;312001;2;;;;;;;;7;1;3;2;;;4;0.1948426;4;1;1;1;2;1;3;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;3;1;2;4;1;3;2;1;1;1;4;2;98;3;1;3;2;1;2;1;1;2;;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2
243171;14;1;3;1;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;3;1;45;2;1;1;2;2;6;2;720088;2;;;;;;;;8;1;7;3;;0;4;0.1309674;1;1;1;2;4;2;2;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;3;2;2;2;1;1;1;1;1;1;1;1;3;3;2;2;3;2;4;4;3;1;3;4;1;;3;2;3;3;;;;;;;;;;1;2;2;2;;;;;;;;;
243172;12;1;3;2;2;4;1;1;1;1;1;2;1;1;4;1;1;1;1;2;4;1;45;2;2;1;2;11;6;6;720124;2;;;;;;;;11;1;3;2;;;4;0.342456;1;1;4;1;4;4;2;1;2;2;2;2;2;2;2;2;2;2;4;3;2;2;4;2;1;1;1;1;7;3;1;3;1;7;2;2;6;6;4;2;3;2;2;1;1;4;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243175;8;6;2;3;2;3;2;1;1;1;1;2;3;1;4;1;;;;;4;1;43;2;2;3;2;11;7;6;912006;;;;;;;;;6;1;3;2;;;4;0.2193744;1;1;4;1;4;3;3;2;1;2;2;1;2;2;2;2;2;2;4;3;2;1;2;2;1;7;7;1;7;1;1;1;1;7;6;6;6;2;2;2;5;5;5;5;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243184;11;5;2;1;2;3;1;1;1;1;1;2;2;1;4;1;2;2;1;2;4;1;45;2;2;3;2;3;0;2;222005;2;;;;;;;;7;1;3;3;;;4;0.1753371;1;1;1;1;1;3;2;2;1;2;2;2;2;2;2;1;2;1;2;3;3;1;3;4;3;3;2;4;6;5;4;5;2;3;3;4;2;4;4;2;3;3;3;1;1;10;1;;2;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243191;3;7;1;3;1;3;1;1;1;1;1;2;5;1;4;1;2;1;1;2;2;2;41;1;1;4;2;6;3;3;543003;2;;;;;;;;12;1;1;2;;;4;0.2823435;1;3;1;1;2;1;1;2;1;2;2;1;2;2;2;1;2;2;4;5;5;2;4;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;1;2;2;1;1;1;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243193;11;1;3;2;2;4;1;1;1;1;1;2;2;1;4;1;1;1;1;2;5;1;45;3;2;1;2;8;5;4;820052;2;;;;;;;;7;1;3;2;;;4;0.1589844;1;1;1;1;4;4;1;2;1;2;1;2;2;2;2;2;1;2;2;2;1;2;3;2;1;1;1;3;1;2;1;2;1;1;2;2;6;1;4;1;5;1;2;1;2;6;1;;2;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243195;3;1;3;1;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;4;1;31;2;2;1;2;9;4;4;830057;2;;;;;;;;11;1;3;2;;;4;0.2542981;2;2;4;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;3;2;2;2;7;2;2;2;2;2;2;2;3;3;2;2;4;2;5;3;3;5;3;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243196;12;6;3;1;2;2;1;1;1;1;1;2;1;1;4;1;1;1;1;2;4;1;46;3;1;3;2;10;4;5;832002;2;;;;;;;;7;1;1;2;;;4;0.0336439;1;3;1;1;4;4;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;1;5;1;1;1;1;1;7;1;1;1;1;7;2;2;6;2;3;2;3;5;3;3;5;3;2;3;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243198;11;8;4;1;2;3;1;1;1;1;1;2;3;1;4;1;1;1;1;1;4;1;45;3;1;4;2;11;7;6;933002;2;;;;;;;;7;1;3;2;;;4;0.0579065;1;1;3;1;2;3;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;2;4;2;1;1;1;3;1;2;7;1;1;7;2;2;6;6;3;1;2;2;1;1;1;16;1;;1;1;1;1;2;2;2;2;2;;1;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2
243202;7;1;3;2;1;4;1;1;1;1;1;2;2;1;4;1;2;1;1;2;3;2;45;2;1;1;2;19;0;8;220030;2;;;;;;;;7;7;3;2;1;;4;0.0427816;1;1;4;1;4;4;1;2;1;2;2;1;2;2;2;1;2;2;1;2;3;2;3;3;1;3;2;3;3;4;4;2;2;2;3;4;6;3;3;2;3;3;3;2;3;99;9;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243203;14;4;2;2;2;3;1;1;1;1;1;2;1;1;4;1;2;1;1;2;4;1;45;3;1;2;2;6;0;3;251025;2;;;;;;;;12;1;1;2;;;4;0.0695819;1;1;5;6;4;4;2;2;2;1;2;2;2;1;2;1;2;2;4;5;1;1;4;3;2;1;1;1;7;3;7;1;1;7;2;6;6;6;3;2;5;5;2;1;5;4;2;6;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243205;12;8;2;4;1;3;2;1;1;1;1;2;3;1;4;1;;;;;4;1;45;2;2;4;2;5;1;3;423001;;;;;;;;;12;1;7;2;;0;4;0.0996472;1;1;4;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;1;3;3;6;2;2;5;2;6;2;3;1;2;2;6;2;3;5;2;5;2;2;1;3;4;1;;9;1;3;3;;;;;;;;;;1;2;2;2;;;;;;;;;
243207;12;1;4;1;1;3;1;1;1;1;1;2;2;1;4;1;2;1;1;2;5;2;44;3;2;1;2;2;3;2;530036;2;;;;;;;;8;1;7;9;;1;4;0.1111164;2;3;3;2;4;4;9;2;1;2;2;1;1;2;2;2;2;2;4;2;2;1;4;3;1;1;1;4;1;4;1;4;2;2;2;2;2;2;3;2;2;2;2;1;2;2;1;;3;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243208;4;1;3;3;2;4;1;2;1;1;1;2;4;1;4;1;1;1;1;2;3;1;45;2;1;1;2;11;3;6;540086;2;;;;;;;;7;1;3;2;;;4;0.1789078;4;3;4;4;4;4;2;2;1;2;2;1;1;2;2;1;2;2;4;2;1;1;6;3;1;1;1;1;1;1;1;1;1;1;3;3;2;1;3;3;3;3;3;3;3;16;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243215;12;9;1;2;2;4;1;1;1;1;1;2;3;1;4;1;2;2;1;2;4;1;46;3;1;5;2;6;2;3;114001;2;;;;;;;;12;1;3;2;;;4;0.0923628;1;1;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;3;2;1;1;1;3;1;1;1;1;1;1;3;3;1;1;3;2;5;5;3;1;2;2;1;;3;1;4;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243222;12;1;3;2;2;3;1;1;1;1;1;2;1;1;4;1;1;2;1;2;4;1;44;2;2;1;2;11;5;6;820030;2;;;;;;;;7;1;3;2;;;4;0.268815;1;1;3;1;3;4;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;3;3;1;3;1;4;1;4;1;2;1;1;2;2;6;2;4;2;5;2;1;1;2;6;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243228;3;9;1;4;1;2;2;2;1;1;1;2;2;1;4;3;;;;;5;1;44;2;3;5;2;6;2;3;114001;;;;;;;;;10;1;1;2;;;4;0.189514;4;2;2;2;4;2;3;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1;6;2;1;1;7;1;1;2;2;1;7;7;1;1;6;6;3;2;5;5;1;5;5;2;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243230;15;9;1;3;1;3;2;1;1;1;1;2;1;1;4;1;;;;;4;1;44;2;2;5;2;11;2;6;114001;;;;;;;;;7;1;4;2;;;4;0.1946613;1;1;2;1;4;4;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;3;3;2;1;7;7;1;1;1;1;1;1;1;6;6;1;6;2;3;5;5;5;5;5;6;2;6;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243235;14;7;2;2;1;4;1;1;1;1;1;2;2;1;4;1;2;2;1;2;3;2;42;2;1;4;2;9;0;4;223001;2;;;;;;;;7;1;2;2;;;4;0.1089071;3;1;3;2;4;3;3;2;2;2;2;1;2;2;2;1;2;2;4;3;3;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;3;2;3;3;2;2;3;16;1;;3;1;3;3;;;;;;;;;;1;2;2;2;;;;;;;;;
243237;11;7;1;4;1;4;2;1;1;1;1;2;3;1;4;1;;;;;3;2;44;1;2;4;2;6;0;3;253001;;;;;;;;;12;1;1;2;;;4;0.2206337;2;2;2;2;2;4;2;2;2;1;1;2;1;2;2;2;2;2;2;1;1;1;3;3;2;2;2;2;2;4;2;2;2;2;2;2;2;3;3;2;2;2;2;1;1;4;2;4;2;2;3;4;;;;;;;;;;2;2;2;2;;;;;;;;;
243238;10;1;4;1;2;3;1;1;1;1;1;2;4;2;4;1;2;1;1;2;5;1;44;2;3;1;2;2;4;2;260053;2;2;2;1;2;2;2;2;7;1;7;2;;1;4;0.280827;2;1;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;4;1;1;2;3;2;1;1;1;3;7;3;1;3;1;1;3;3;2;2;4;2;3;3;2;2;1;4;1;;1;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243240;11;8;1;4;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;5;1;45;2;3;4;2;9;1;4;413002;2;;;;;;;;11;1;1;2;;;4;0.0817556;2;2;2;3;3;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;1;1;1;1;1;3;1;1;1;7;2;6;6;6;3;2;5;5;1;1;2;4;2;5;1;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243242;2;8;3;3;1;2;2;1;1;2;1;1;5;2;3;1;;;;;6;1;40;2;4;4;2;11;1;6;423002;;2;2;1;2;2;2;2;7;2;3;1;1;;4;0.1984431;1;1;1;1;4;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;7;1;1;7;1;1;1;1;7;6;6;6;6;6;2;5;5;5;1;5;16;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243243;15;8;2;1;1;4;1;1;1;1;1;2;2;2;4;1;2;1;1;2;4;2;39;2;2;4;2;2;3;2;533001;2;2;2;1;2;2;2;2;7;1;7;2;;0;4;0.1025819;4;2;2;1;1;4;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;1;3;2;1;1;3;3;1;;3;3;3;3;;;;;;;;;;1;2;2;2;;;;;;;;;
243244;4;1;4;2;1;3;2;1;1;1;1;2;4;1;4;1;;;;;4;1;44;2;2;1;2;1;3;1;540018;;;;;;;;;7;1;7;2;;0;4;0.2058783;1;1;4;1;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;1;1;1;1;1;1;1;1;7;2;2;6;2;6;6;2;2;2;2;5;4;1;;1;1;2;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243255;15;4;2;2;2;3;1;1;1;1;1;2;1;1;4;1;1;2;1;2;4;1;44;2;2;2;2;6;1;3;411010;2;;;;;;;;12;1;1;2;;;4;0.1194758;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;1;3;2;3;2;2;2;2;3;1;2;1;2;2;3;2;3;3;2;3;3;2;2;3;4;2;8;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243262;9;2;3;4;1;3;1;1;1;1;2;2;4;1;4;1;2;2;1;2;6;1;40;2;4;2;2;11;6;6;731002;2;;;;;;;;9;1;3;2;;;4;0.2285439;1;1;1;1;3;3;2;2;1;2;2;1;2;2;2;2;2;2;4;3;2;1;4;2;2;1;1;2;2;2;2;2;2;2;6;6;6;6;6;2;3;3;3;5;3;3;1;;3;3;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243269;9;9;2;1;2;4;1;1;1;1;1;2;3;1;4;1;1;1;1;2;3;1;44;2;1;5;2;11;2;6;114001;2;;;;;;;;7;2;3;2;1;;4;0.1670731;1;1;1;1;1;3;1;1;2;1;2;2;2;2;1;2;2;2;4;3;1;2;4;3;1;1;1;1;1;1;1;1;1;1;3;3;2;3;4;2;4;2;3;3;2;16;2;7;2;2;4;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243275;9;7;2;3;2;4;2;1;1;1;1;2;4;1;4;1;;;;;4;1;44;2;2;4;2;11;1;6;413003;;;;;;;;;7;1;2;2;;;4;0.0954208;1;1;1;3;4;4;3;2;1;2;2;1;2;2;2;2;2;2;4;3;1;1;4;1;3;1;7;1;1;1;7;1;1;1;2;2;1;6;3;1;3;3;3;5;1;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243280;9;1;4;2;1;3;1;2;2;1;1;2;2;1;4;1;1;2;1;1;5;1;44;2;3;1;2;1;3;1;540018;2;;;;;;;;7;1;7;9;;2;4;0.1409407;1;1;1;1;3;4;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;5;3;2;1;1;1;1;3;1;3;7;7;2;2;1;2;3;2;3;3;2;2;5;3;1;;2;2;3;4;;;;;;;;;;2;2;2;2;;;;;;;;;
243281;12;2;4;2;2;3;1;1;1;1;1;2;1;1;4;1;2;1;1;2;4;1;44;2;2;2;2;6;5;3;821052;2;;;;;;;;11;2;3;2;1;;4;0.2259303;2;2;1;1;4;4;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;5;2;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;2;3;4;3;3;5;6;1;;1;3;3;1;2;1;2;1;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2
243287;10;8;3;2;2;4;1;1;1;1;1;2;2;1;4;1;1;1;1;2;3;1;55;2;1;4;2;11;7;6;913003;2;;;;;;;;6;1;3;1;;;5;0.1494985;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;3;3;1;1;2;2;1;1;2;1;2;1;1;2;1;3;2;3;3;2;1;2;4;9;;3;2;3;2;2;1;1;1;2;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2
243288;5;7;2;4;2;4;1;1;1;1;1;2;5;1;2;1;2;2;2;2;5;1;44;4;1;4;2;11;7;6;913004;1;;;;;;;;7;1;2;2;;;4;0.0526903;2;3;3;2;1;3;2;2;1;2;2;2;1;2;2;1;2;2;4;3;3;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;3;9;1;2;5;2;5;3;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243289;14;3;3;2;2;5;1;1;1;1;1;2;2;1;4;1;2;2;1;2;4;2;42;2;2;2;2;3;7;2;931024;2;;;;;;;;10;1;7;2;;0;4;0.190171;9;9;9;9;9;9;9;2;2;2;2;2;2;2;2;2;2;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;99;9;;9;9;9;9;;;;;;;;;;2;2;2;1;;;;;;;;;
243293;7;1;3;4;3;2;2;1;1;1;2;2;3;1;4;1;;;;;6;1;43;3;3;1;2;11;0;6;220030;;;;;;;;;7;1;2;2;;;4;0.1626346;1;1;1;1;1;3;5;2;1;2;2;1;2;2;2;1;2;2;2;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;6;2;2;2;6;1;3;2;1;5;2;6;2;2;3;1;3;1;2;1;2;2;2;;5;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1
243296;12;3;3;2;2;3;1;1;1;1;1;2;1;1;4;1;2;1;1;2;3;1;43;2;1;2;2;11;3;6;521021;2;;;;;;;;7;1;3;2;;;4;0.2481492;2;3;3;3;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;1;2;2;2;2;4;4;9;2;2;2;3;2;3;3;3;3;3;3;2;1;8;1;;1;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243303;12;8;2;3;2;4;1;1;1;1;1;2;4;1;4;3;2;1;1;2;5;1;52;4;1;4;2;2;5;2;823005;2;;;;;;;;11;1;6;2;;7;5;0.0250824;1;1;1;2;4;4;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;1;3;3;2;3;9;3;3;3;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243310;15;1;3;2;1;3;1;1;1;1;1;2;1;1;4;1;1;1;1;2;4;1;44;2;2;1;2;1;1;1;210048;2;;;;;;;;7;1;7;9;;2;4;0.0708324;1;4;1;1;4;4;3;2;2;1;2;1;2;2;2;1;2;2;2;1;1;1;3;2;1;1;1;3;7;3;7;7;1;7;2;2;6;6;2;2;5;2;2;2;2;4;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243311;15;2;1;3;2;3;2;1;1;1;1;2;2;1;4;1;;;;;5;1;43;3;2;2;2;12;4;6;241043;;;;;;;;;5;1;4;2;;;4;0.1265846;1;1;3;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;4;2;1;2;3;2;1;7;1;1;2;1;1;1;2;1;6;6;2;3;1;1;5;5;5;2;5;4;9;;1;3;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243315;10;8;3;2;1;2;1;1;1;2;1;2;2;1;4;1;2;2;1;2;3;2;38;1;2;4;2;6;1;3;423002;2;;;;;;;;12;1;1;2;;;4;0.2683232;3;2;4;4;4;4;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;1;5;2;2;2;1;4;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243316;8;7;2;3;1;2;2;1;1;2;1;1;5;3;2;1;;;;;7;1;43;5;2;4;2;10;3;5;523004;;2;2;1;2;2;2;2;8;1;3;2;;;4;0.0454444;4;4;4;4;4;4;5;2;1;2;2;1;2;2;2;1;2;2;4;3;2;1;4;2;1;1;1;1;1;1;1;1;1;1;2;2;6;1;2;1;3;3;2;1;1;4;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243317;5;1;4;2;2;3;1;1;1;1;1;2;2;1;4;1;2;1;1;2;5;1;43;2;3;1;2;10;3;5;530058;2;;;;;;;;8;1;3;2;;;4;0.1780018;4;4;2;2;1;3;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;3;2;2;2;2;2;2;3;1;3;2;2;2;3;2;2;3;1;3;3;3;3;3;8;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243325;11;8;1;4;1;2;2;1;1;1;1;2;4;1;4;1;;;;;4;1;43;2;2;4;2;9;7;4;933001;;;;;;;;;12;1;3;2;;;4;0.254428;1;2;2;3;3;2;1;2;1;2;2;2;2;2;2;2;2;2;4;2;1;1;5;3;1;2;1;6;7;4;7;7;2;7;2;2;6;6;4;2;2;5;2;1;2;5;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243326;11;8;2;4;1;2;2;2;1;2;1;2;4;1;4;1;;;;;7;1;43;2;5;4;2;12;7;6;933001;;;;;;;;;3;1;3;2;;;4;0.3352387;1;2;2;1;4;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;6;2;5;7;7;3;3;4;1;1;7;7;6;6;6;6;6;4;5;5;5;5;5;16;1;;2;2;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243329;10;9;1;2;2;4;1;1;1;1;1;2;1;1;4;1;2;2;1;2;6;1;43;2;4;5;2;6;2;3;114001;2;;;;;;;;12;1;3;2;;;4;0.1721589;1;1;1;1;4;3;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;4;1;2;2;4;2;3;7;2;2;2;6;3;6;6;3;2;5;5;2;1;2;5;1;;2;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
243334;5;9;2;4;3;3;2;1;1;1;1;2;3;1;4;2;;;;;4;2;30;2;2;5;2;10;2;5;114001;;;;;;;;;3;1;3;2;;;4;0.1084787;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;3;1;1;7;1;1;1;1;1;1;1;7;6;6;6;1;1;1;5;5;5;2;5;16;1;;3;1;3;3;;;;;;;;;;2;2;2;2;;;;;;;;;
